comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,before_config,after_config,small_token_count,small_over_512,m3_token_count,m3_over_512,top5_promoted,top5_demoted
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,12,4,0.6070505380630493,0.6962371468544006,0.08918660879135132,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,444,False,328,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,36,18,0.5469114780426025,0.6588612198829651,0.11194974184036255,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,447,False,338,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,10,14,0.5937093496322632,0.705758273601532,0.1120489239692688,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,452,False,333,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,5,0,0.5364928841590881,0.6167514324188232,0.08025854825973511,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,461,False,330,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,42,5,0.482970654964447,0.5769400000572205,0.09396934509277344,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,447,False,338,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,37,-7,0.6417790651321411,0.6637557148933411,0.02197664976119995,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,478,False,339,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,53,-41,0.6042231917381287,0.6234518885612488,0.019228696823120117,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,478,False,339,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,72,-24,0.5702548027038574,0.6029131412506104,0.03265833854675293,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,467,False,334,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,25,-3,0.5237754583358765,0.6038086414337158,0.08003318309783936,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,461,False,341,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,2,1,0.5488320589065552,0.6515400409698486,0.10270798206329346,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,467,False,334,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,31,-8,0.5221955180168152,0.6007784008979797,0.07858288288116455,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,457,False,333,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.5751315951347351,0.22412794828414917,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,537,True,403,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,6,1,0.5022115111351013,0.6001841425895691,0.09797263145446777,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,537,True,403,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.7022731900215149,0.08119428157806396,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,445,False,332,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,9,-1,0.593585193157196,0.6740537285804749,0.08046853542327881,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,537,True,403,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,4,1,0.6157102584838867,0.6968849301338196,0.08117467164993286,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,346,False,268,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,6,-4,0.5244457125663757,0.6160503625869751,0.09160465002059937,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,556,True,400,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,4,7,0.6970088481903076,0.711053729057312,0.014044880867004395,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,425,False,332,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,1,2,0.7119752168655396,0.7886651754379272,0.0766899585723877,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,362,False,265,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.73273766040802,0.02612060308456421,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,509,False,383,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,20,-2,0.7261838316917419,0.7236169576644897,-0.0025668740272521973,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,446,False,332,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,6,8,0.7453212141990662,0.7812882661819458,0.03596705198287964,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,433,False,324,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,4,4,0.7841389775276184,0.7411869764328003,-0.042952001094818115,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,337,False,250,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,16,-11,0.6531623601913452,0.7141011357307434,0.06093877553939819,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,375,False,272,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,8,11,0.60422682762146,0.7328813672065735,0.12865453958511353,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,374,False,282,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,5,-2,0.5494986772537231,0.6492872834205627,0.0997886061668396,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,374,False,282,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,23,-19,0.5578400492668152,0.6022965312004089,0.04445648193359375,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,537,True,399,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,13,8,0.489423006772995,0.6244894862174988,0.13506647944450378,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,424,False,310,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,10,-6,0.5434472560882568,0.5554845929145813,0.012037336826324463,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,577,True,430,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,28,12,0.30329322814941406,0.4025819003582001,0.09928867220878601,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,507,False,382,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,2,26,0.3380138576030731,0.4720795750617981,0.13406571745872498,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,410,False,304,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,21,1,0.5372671484947205,0.648980975151062,0.11171382665634155,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,399,False,300,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,23,13,0.5712360143661499,0.6543971300125122,0.0831611156463623,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,410,False,304,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,25,-8,0.6142544746398926,0.6502452492713928,0.035990774631500244,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,671,True,501,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,30,-5,0.5234483480453491,0.6048812866210938,0.08143293857574463,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,671,True,501,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,43,-10,0.5125783085823059,0.5802451968193054,0.06766688823699951,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,474,False,358,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,20,-17,0.6123521327972412,0.6525918245315552,0.040239691734313965,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,599,True,448,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,13,13,0.4568561911582947,0.5954423546791077,0.138586163520813,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,454,False,345,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,5,7,0.4582591652870178,0.5576174855232239,0.09935832023620605,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,531,True,396,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,12,-10,0.47814619541168213,0.5248700976371765,0.046723902225494385,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,481,False,363,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,7,8,0.42474165558815,0.483438104391098,0.058696448802948,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,525,True,395,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,17,5,0.41263967752456665,0.45776602625846863,0.04512634873390198,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,465,False,344,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,26,-22,0.5201765894889832,0.606772780418396,0.08659619092941284,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,479,False,361,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5919211506843567,0.1024472713470459,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,483,False,362,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.47640904784202576,0.06726592779159546,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,483,False,362,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.507548987865448,0.05922013521194458,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,554,True,408,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.5138816833496094,0.08621731400489807,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,483,False,362,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.568739652633667,0.09135687351226807,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,555,True,413,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,3,1,0.42706114053726196,0.48215410113334656,0.055092960596084595,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,530,True,392,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,5,-1,0.5493555665016174,0.6222730875015259,0.07291752099990845,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,390,False,285,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,6,5,0.5612436532974243,0.6439929604530334,0.08274930715560913,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,341,False,258,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,16,-2,0.5384949445724487,0.6230855584144592,0.0845906138420105,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,466,False,342,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,12,-7,0.6158711314201355,0.6088548302650452,-0.007016301155090332,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,393,False,290,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,4,6,0.5733019709587097,0.6313573122024536,0.058055341243743896,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,455,False,336,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,6,7,0.5440734028816223,0.6515340209007263,0.107460618019104,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,414,False,304,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.6659169793128967,0.0005307197570800781,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,557,True,409,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,7,-5,0.6522879004478455,0.6524832844734192,0.00019538402557373047,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,392,False,291,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,12,-7,0.6095507144927979,0.6684933304786682,0.05894261598587036,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,392,False,291,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,20,1,0.46689894795417786,0.5528868436813354,0.08598789572715759,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,406,False,304,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,12,-3,0.5086044073104858,0.5709073543548584,0.06230294704437256,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,381,False,281,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,4,14,0.5557105541229248,0.6197611093521118,0.06405055522918701,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,626,True,459,False,True,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.5765619277954102,0.0022152066230773926,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,585,True,432,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,13,-12,0.650495707988739,0.6014175415039062,-0.049078166484832764,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,598,True,442,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,3,-2,0.6233232617378235,0.6441569924354553,0.020833730697631836,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,360,False,270,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,7,-6,0.6313807368278503,0.6390215158462524,0.0076407790184021,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,598,True,442,False,False,True
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,17,9,0.5303848385810852,0.615831732749939,0.08544689416885376,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,628,True,464,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,34,-10,0.5050852298736572,0.4820449650287628,-0.02304026484489441,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,628,True,464,False,False,False
BGE-M3 512 vs BGE-small 512（模型影响）,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,2,5,0.5447832942008972,0.5698662996292114,0.02508300542831421,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=512,464,False,342,False,True,False
