comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical,候选 Add Prompt
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 3}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 5, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}",1,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 2}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 4}","{""c64751d6-21c8-5c09-87da-48f940293661"": 3}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q021,HURT,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 4}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 17}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q022,UNCHANGED_MISS,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 11, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 17, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 12}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q026,HURT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 5, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 10}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 9, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 18}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 13}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 19}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q033,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 22, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 5}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q035,UNCHANGED_HIT,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 5}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 4}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q039,UNCHANGED_MISS,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 21, ""a9136ff5-7fca-58fe-8907-08b361042647"": 9}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 25, ""a9136ff5-7fca-58fe-8907-08b361042647"": 16}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q042,UNCHANGED_MISS,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 18}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 20}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q044,HURT,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 38, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 21}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q049,HURT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 1}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 8}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q052,HURT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 26}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 34, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 44}",0,1,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q055,RESCUED,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 24, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 7}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 47, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 1}",1,0,False,候选三：区分性信息优先，主动抑制重复内容
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 17}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 20}",0,0,False,候选三：区分性信息优先，主动抑制重复内容
