variant,baseline,comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q063,UNCHANGED_MISS,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 15}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q065,UNCHANGED_MISS,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 20, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 25}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 43, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 30}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q066,UNCHANGED_HIT,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 33}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 4, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 18}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q070,UNCHANGED_MISS,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 8}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 11}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q077,UNCHANGED_MISS,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 6, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 38, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 10}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 26, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 59, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 33}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q078,UNCHANGED_MISS,"{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 22, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 12}","{""70584af0-da6d-5ee7-9e7c-ad3f962ef545"": 15, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 58}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q084,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 25}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 44}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q088,UNCHANGED_MISS,"{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 19, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 23}","{""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"": 32, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 18}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S003,S003-Q091,UNCHANGED_MISS,"{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 50, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 7, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 25}","{""68d070f4-4242-579d-b5a8-83f3dc6283b3"": 28, ""dc75d4a6-dbec-512b-bed7-4048466382c6"": 19, ""ff75fe78-c1af-5b7a-a243-9648b6132a06"": 6}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q007,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 3}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q011,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 6, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 4, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q013,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 7, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 5}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 8, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q014,UNCHANGED_HIT,"{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 4}","{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 3}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q021,UNCHANGED_MISS,"{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 7}","{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 7}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q022,UNCHANGED_HIT,"{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 1, ""1e8809d9-9426-51b9-9e17-039093174440"": 10}","{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 2, ""1e8809d9-9426-51b9-9e17-039093174440"": 10}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q026,RESCUED,"{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 18, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 19}","{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 22, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 2}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q028,HURT,"{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 2}","{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 6}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q033,HURT,"{""73b2fb55-c036-52ca-842e-cc784d317c61"": 4, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 26}","{""73b2fb55-c036-52ca-842e-cc784d317c61"": 11, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 27}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q035,UNCHANGED_MISS,"{""dad4c589-bd44-5d61-917f-9435b971db4d"": 8}","{""dad4c589-bd44-5d61-917f-9435b971db4d"": 25}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q039,UNCHANGED_MISS,"{""c022f180-c519-52a7-9c70-3f15928609b5"": 13, ""594016a4-b321-5143-a8c6-3923fed20111"": 25}","{""c022f180-c519-52a7-9c70-3f15928609b5"": 9, ""594016a4-b321-5143-a8c6-3923fed20111"": 27}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q042,HURT,"{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 2}","{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 9}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q044,UNCHANGED_MISS,"{""094486b7-1e86-5360-8005-66c6886152c2"": 34, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 21}","{""094486b7-1e86-5360-8005-66c6886152c2"": 32, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 26}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q049,RESCUED,"{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 32}","{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 3}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q052,RESCUED,"{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 18, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 9}","{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 2, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 37}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q055,UNCHANGED_MISS,"{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 13, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 30}","{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 32, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 8}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q056,UNCHANGED_MISS,"{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 19}","{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 17}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q063,UNCHANGED_MISS,"{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 19}","{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 26}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q065,HURT,"{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 4, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 10}","{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 54, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 31}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q066,UNCHANGED_MISS,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 7, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 16}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 17, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 26}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S004,S004-Q070,UNCHANGED_MISS,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 27}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 33}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 6, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 4}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 6, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 8, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 4}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 4}","{""c64751d6-21c8-5c09-87da-48f940293661"": 5}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q021,HURT,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 1}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 16}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q022,RESCUED,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 10, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 15}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 3, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q026,UNCHANGED_MISS,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 10, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 9}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 16, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 20}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 8}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 24}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q033,HURT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 2, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 1}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 19, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 14}",0,2,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q035,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 8}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 13}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q039,UNCHANGED_MISS,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 16, ""a9136ff5-7fca-58fe-8907-08b361042647"": 15}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 28, ""a9136ff5-7fca-58fe-8907-08b361042647"": 8}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q042,UNCHANGED_MISS,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 27}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 7}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q044,UNCHANGED_MISS,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 11, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 6}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 32, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 27}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q049,RESCUED,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 21}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}",1,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q052,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 15}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 3, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 40}",0,0,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q055,HURT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 16, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 1}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 18, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 8}",0,1,False
V2-Field-Rerank,Field-aware V1,V2-Field-Rerank vs Field-aware V1,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 21}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 16}",0,0,False
