comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,3,6,-3,0.5461347103118896,0.5726884603500366,0.026553750038146973
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,18,12,6,0.5550172924995422,0.5834260582923889,0.02840876579284668
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,8,21,-13,0.5747966766357422,0.54683518409729,-0.02796149253845215
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,4,17,-13,0.5783875584602356,0.5243327021598816,-0.054054856300354004
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,5,2,3,0.6036669015884399,0.6725355982780457,0.06886869668960571
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,22,29,-7,0.5441630482673645,0.5633748769760132,0.01921182870864868
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,13,6,7,0.4891461133956909,0.5420230627059937,0.052876949310302734
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,36,33,3,0.3934038579463959,0.4599473774433136,0.06654351949691772
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,25,15,10,0.4307812452316284,0.5070860385894775,0.07630479335784912
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,23,22,1,0.45140403509140015,0.5056788325309753,0.054274797439575195
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,14,10,4,0.5564486980438232,0.5986801981925964,0.04223150014877319
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,30,15,15,0.5231873989105225,0.592033326625824,0.06884592771530151
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,47,41,6,0.37348851561546326,0.4069212079048157,0.03343269228935242
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,12,11,1,0.44182002544403076,0.4789794087409973,0.03715938329696655
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,32,3,29,0.41626694798469543,0.5221919417381287,0.10592499375343323
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,9,19,-10,0.42312347888946533,0.4438685476779938,0.020745068788528442
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,25,18,7,0.37926557660102844,0.4406288266181946,0.06136325001716614
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,37,14,23,0.3632930517196655,0.4429168999195099,0.07962384819984436
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,3,1,2,0.41051343083381653,0.48954805731773376,0.07903462648391724
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,51,18,33,0.29562583565711975,0.4069208800792694,0.11129504442214966
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,9,4,5,0.3894318640232086,0.4601253867149353,0.07069352269172668
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,3,16,-13,0.6016440987586975,0.6070505380630493,0.005406439304351807
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,68,54,14,0.48190993070602417,0.5469114780426025,0.06500154733657837
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,12,24,-12,0.5801041722297668,0.5937093496322632,0.013605177402496338
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,11,5,6,0.4860905706882477,0.5364928841590881,0.050402313470840454
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,67,47,20,0.39956092834472656,0.482970654964447,0.08340972661972046
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,65,30,35,0.591045081615448,0.6417790651321411,0.050733983516693115
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,71,12,59,0.46810901165008545,0.6042231917381287,0.1361141800880432
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,55,48,7,0.4926305413246155,0.5702548027038574,0.07762426137924194
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,42,22,20,0.4523945152759552,0.5237754583358765,0.07138094305992126
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,7,3,4,0.49667441844940186,0.5488320589065552,0.05215764045715332
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,6,23,-17,0.49849802255630493,0.5221955180168152,0.023697495460510254
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,2,3,-1,0.34884536266326904,0.35100364685058594,0.0021582841873168945
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,5,7,-2,0.5032122135162354,0.5022115111351013,-0.0010007023811340332
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6550297737121582,0.6210789084434509,-0.033950865268707275
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,9,8,1,0.5841162204742432,0.593585193157196,0.00946897268295288
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,3,5,-2,0.6438205242156982,0.6157102584838867,-0.028110265731811523
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,2,0,0.5671404600143433,0.5244457125663757,-0.04269474744796753
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,11,0,0.686536967754364,0.6970088481903076,0.010471880435943604
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,4,3,1,0.6916772723197937,0.7119752168655396,0.02029794454574585
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,2,4,-2,0.6987475752830505,0.7066170573234558,0.007869482040405273
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,20,18,2,0.7200430631637573,0.7261838316917419,0.006140768527984619
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,8,14,-6,0.7618130445480347,0.7453212141990662,-0.016491830348968506
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,7,8,-1,0.7928401231765747,0.7841389775276184,-0.008701145648956299
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,10,5,5,0.6493917107582092,0.6531623601913452,0.0037706494331359863
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,13,19,-6,0.6327906847000122,0.60422682762146,-0.028563857078552246
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,4,3,1,0.548301637172699,0.5494986772537231,0.00119704008102417
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,4,0,0.5423502326011658,0.5578400492668152,0.015489816665649414
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,26,21,5,0.4620527923107147,0.489423006772995,0.027370214462280273
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,13,4,9,0.4741957187652588,0.5434472560882568,0.06925153732299805
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,40,0,0.27026888728141785,0.30329322814941406,0.033024340867996216
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,17,28,-11,0.33823418617248535,0.3380138576030731,-0.00022032856941223145
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,40,22,18,0.4690209627151489,0.5372671484947205,0.06824618577957153
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,19,36,-17,0.5910895466804504,0.5712360143661499,-0.019853532314300537
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,40,17,23,0.5559502840042114,0.6142544746398926,0.05830419063568115
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,48,25,23,0.4561978578567505,0.5234483480453491,0.06725049018859863
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,46,33,13,0.4706211984157562,0.5125783085823059,0.04195711016654968
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,36,3,33,0.5160598754882812,0.6123521327972412,0.09629225730895996
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,1,26,-25,0.511449933052063,0.4568561911582947,-0.05459374189376831
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,23,12,11,0.39788442850112915,0.4582591652870178,0.06037473678588867
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,6,2,4,0.43320590257644653,0.47814619541168213,0.044940292835235596
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,20,15,5,0.36268433928489685,0.42474165558815,0.062057316303253174
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,49,22,27,0.3051750361919403,0.41263967752456665,0.10746464133262634
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,26,4,22,0.4219856560230255,0.5201765894889832,0.09819093346595764
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.46644291281700134,0.4894738793373108,0.023030966520309448
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.40208372473716736,0.4091431200504303,0.0070593953132629395
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,1,2,-1,0.45499783754348755,0.4483288526535034,-0.006668984889984131
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4157004952430725,0.4276643693447113,0.011963874101638794
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,4,1,3,0.4583171010017395,0.4773827791213989,0.019065678119659424
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,2,4,-2,0.44584810733795166,0.42706114053726196,-0.018786966800689697
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,10,4,6,0.5017687082290649,0.5493555665016174,0.04758685827255249
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,1,11,-10,0.623149573802948,0.5612436532974243,-0.06190592050552368
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,16,14,2,0.5099824070930481,0.5384949445724487,0.028512537479400635
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,2,5,-3,0.6109434962272644,0.6158711314201355,0.004927635192871094
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,18,10,8,0.5501593947410583,0.5733019709587097,0.023142576217651367
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,8,13,-5,0.5665577054023743,0.5440734028816223,-0.022484302520751953
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,4,1,3,0.5896956920623779,0.6653862595558167,0.07569056749343872
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,2,0,0.6086517572402954,0.6522879004478455,0.04363614320755005
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,17,5,12,0.5634570121765137,0.6095507144927979,0.04609370231628418
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,31,21,10,0.3969219923019409,0.46689894795417786,0.06997695565223694
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,2,9,-7,0.5379969477653503,0.5086044073104858,-0.029392540454864502
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,1,18,-17,0.6224581599235535,0.5557105541229248,-0.06674760580062866
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,16,0,0.5550639629364014,0.5743467211723328,0.019282758235931396
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,18,1,17,0.5528449416160583,0.650495707988739,0.09765076637268066
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,2,1,1,0.6003057956695557,0.6233232617378235,0.023017466068267822
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,9,1,8,0.5434805750846863,0.6313807368278503,0.08790016174316406
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,30,26,4,0.5024569630622864,0.5303848385810852,0.027927875518798828
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,12,24,-12,0.48456481099128723,0.5050852298736572,0.020520418882369995
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,7,0,0.5031842589378357,0.5447832942008972,0.04159903526306152
去除 User 后：Production Add + 最近上文及下文 vs 原 Production Add,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,37,17,20,0.46066027879714966,0.5247721672058105,0.06411188840866089
